Brand_name,TotalPositive__Reviews,Month,Year,positive
incolor,17,5,2017,82.35294117647058
incolor,8,6,2017,100.0
incolor,5,7,2017,40.0
incolor,7,8,2017,100.0
incolor,2,9,2017,50.0
incolor,20,10,2017,70.0
incolor,6,11,2017,50.0
incolor,2,12,2017,100.0
celebrity,2,2,2017,100.0
celebrity,3,4,2017,100.0
hope,1,10,2017,0.0
essence,1,5,2017,100.0
essence,7,6,2017,85.71428571428571
essence,3,8,2017,33.33333333333333
essence,3,9,2017,33.33333333333333
essence,3,10,2017,66.66666666666666
c_a_l_los_angeles,12,1,2017,75.0
c_a_l_los_angeles,8,2,2017,87.5
c_a_l_los_angeles,9,3,2017,33.33333333333333
c_a_l_los_angeles,17,4,2017,47.05882352941176
c_a_l_los_angeles,20,5,2017,50.0
c_a_l_los_angeles,3,6,2017,33.33333333333333
c_a_l_los_angeles,13,7,2017,46.15384615384615
c_a_l_los_angeles,1,8,2017,0.0
c_a_l_los_angeles,3,9,2017,33.33333333333333
c_a_l_los_angeles,5,10,2017,40.0
c_a_l_los_angeles,1,12,2017,100.0
out,6,4,2017,0.0
beauty,4,1,2017,75.0
beauty,2,2,2017,0.0
beauty,1,4,2017,100.0
beauty,7,5,2017,85.71428571428571
beauty,5,10,2017,40.0
beauty,3,11,2017,0.0
oriflame,6,1,2017,100.0
oriflame,13,2,2017,69.23076923076923
oriflame,15,3,2017,60.0
oriflame,14,4,2017,64.28571428571429
oriflame,10,5,2017,70.0
oriflame,12,6,2017,25.0
oriflame,6,7,2017,50.0
oriflame,14,8,2017,57.14285714285714
oriflame,41,9,2017,51.21951219512195
oriflame,40,10,2017,37.5
oriflame,31,11,2017,58.06451612903226
oriflame,30,12,2017,60.0
castillo,2,2,2017,100.0
castillo,2,3,2017,50.0
castillo,10,4,2017,20.0
insight,16,1,2017,87.5
insight,17,2,2017,64.70588235294117
insight,8,3,2017,100.0
insight,10,4,2017,100.0
insight,12,5,2017,83.33333333333334
