source_product_id,source,1star_count,2star_count,3star_count,4star_count,5star_count,total_count,average_5star,average_pct
40010,1,0,0,3,3,2,8,3.875,71.875
8953,1,0,0,1,6,8,15,4.467,86.675
4741,1,2,0,1,5,12,20,4.25,81.25
24194,1,0,0,0,2,20,22,4.909,97.725
36679,1,1,0,1,5,7,14,4.214,80.35
51042,1,0,1,2,3,4,10,4.0,75.0
12503,1,0,0,6,10,12,28,4.214,80.35
25255,1,0,4,1,4,12,21,4.143,78.575
4490,1,0,0,1,3,5,9,4.444,86.1
150074,1,0,0,0,0,50,50,5.0,100.0
70219,1,0,0,0,4,4,8,4.5,87.5
34248,1,0,1,1,4,7,13,4.308,82.7
47994,1,2,1,1,2,0,6,2.5,37.5
1526,1,0,3,0,4,6,13,4.0,75.0
126028,1,0,1,0,4,13,18,4.611,90.275
16665,1,0,0,1,1,10,12,4.75,93.75
10094,1,0,0,0,6,3,9,4.333,83.325
78490,1,0,1,3,2,5,11,4.0,75.0
28580,1,0,0,0,1,4,5,4.8,95.0
35162,1,0,1,3,3,5,12,4.0,75.0
73024,1,0,0,1,1,4,6,4.5,87.5
34243,1,0,0,0,1,6,7,4.857,96.425
4506,1,1,0,1,1,5,8,4.125,78.125
17042,1,0,0,1,5,9,15,4.533,88.325
7022,1,0,0,0,6,6,12,4.5,87.5
13888,1,0,1,3,5,5,14,4.0,75.0
2214,1,0,0,1,1,7,9,4.667,91.675
35160,1,0,1,1,8,5,15,4.133,78.325
177124,1,0,0,0,0,1,1,5.0,100.0
29854,1,0,0,0,1,1,2,4.5,87.5
191246,1,0,0,0,1,1,2,4.5,87.5
16716,1,1,1,1,6,6,15,4.0,75.0
11520,1,0,1,3,6,11,21,4.286,82.15
23024,1,0,1,0,5,3,9,4.111,77.775
219112,1,0,0,0,0,2,2,5.0,100.0
17546,1,0,0,1,5,2,8,4.125,78.125
30085,1,0,0,1,2,1,4,4.0,75.0
140334,1,1,1,0,1,2,5,3.4,60.0
4493,1,0,0,2,2,6,10,4.4,85.0
188773,1,1,0,0,1,4,6,4.167,79.175
35728,1,0,0,5,5,14,24,4.375,84.375
16517,1,0,0,0,1,4,5,4.8,95.0
34525,1,1,0,2,11,9,23,4.174,79.35
1741,1,0,1,1,6,8,16,4.313,82.825
36378,1,0,1,0,3,5,9,4.333,83.325
70966,1,0,0,1,3,5,9,4.444,86.1
862,1,0,0,0,2,0,2,4.0,75.0
35731,1,0,0,1,0,6,7,4.714,92.85
59526,1,2,0,1,1,5,9,3.778,69.45
39850,1,0,0,0,0,2,2,5.0,100.0
19493,1,0,0,0,7,17,24,4.708,92.7
25184,1,1,3,5,11,12,32,3.938,73.45
11258,1,0,0,0,5,9,14,4.643,91.075
16097,1,0,0,0,2,9,11,4.818,95.45
2984,1,0,0,0,3,4,7,4.571,89.275
23867,1,0,2,1,4,5,12,4.0,75.0
164875,1,0,0,1,0,1,2,4.0,75.0
16421,1,0,0,1,0,6,7,4.714,92.85
29161,1,1,0,0,4,4,9,4.111,77.775
85209,1,0,0,1,0,3,4,4.5,87.5
126024,1,0,0,2,2,4,8,4.25,81.25
16109,1,0,0,0,2,9,11,4.818,95.45
4099,1,0,0,2,7,10,19,4.421,85.525
34522,1,0,0,1,1,5,7,4.571,89.275
40039,1,0,1,1,4,3,9,4.0,75.0
130823,1,0,0,0,0,1,1,5.0,100.0
12563,1,0,1,0,5,3,9,4.111,77.775
142335,1,0,0,0,1,2,3,4.667,91.675
35639,1,0,1,1,0,3,5,4.0,75.0
34527,1,0,2,1,1,5,9,4.0,75.0
17403,1,0,1,4,3,2,10,3.6,65.0
30710,1,0,0,1,3,6,10,4.5,87.5
27593,1,0,1,0,1,2,4,4.0,75.0
71250,1,0,0,0,2,1,3,4.333,83.325
884,1,0,2,3,2,3,10,3.6,65.0
